,Concurso,Local,Data do Sorteio,1º número do Sorteio,2º número do Sorteio,3º número do Sorteio,4º número do Sorteio,5º número do Sorteio,6º número do Sorteio,7º número do Sorteio,Mês da Sorte,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Ganhadores Faixa 4,Ganhadores Faixa 5,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Rateio Faixa 4,Rateio Faixa 5,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
,106,SAO PAULO SP,29/01/2019,005,008,017,020,025,026,028,12,0,106,3560,41352,99291,000,160597,2000,400,200,(),287391000,50000000,39720836,Sim,Não
,107,SÃO PAULO SP,31/01/2019,004,007,013,015,018,020,023,6,1,159,4949,53354,100605,80670824,157681,2000,400,200,([JUNDIAÍ][SP]),311267000,40000000,000,Não,Não
,108,GUARACIABA SC,02/02/2019,002,006,015,017,022,024,025,11,0,89,3236,38575,112899,000,197990,2000,400,200,(),296179400,75000000,41115821,Sim,Não
,109,SÃO PAULO SP,05/02/2019,003,018,020,023,024,026,028,7,1,105,3780,47791,103514,89512076,197536,2000,400,200,([PATROCÍNIO][MG]),337138400,40000000,000,Não,Não
,110,SÃO PAULO SP,07/02/2019,004,008,010,011,014,018,026,3,0,91,3544,43619,144763,000,194437,2000,400,200,(),317754200,80000000,41285419,Sim,Não
,111,SÃO PAULO SP,09/02/2019,001,006,008,014,017,021,026,2,0,87,3264,41552,167787,000,220794,2000,400,200,(),341823600,130000000,86106636,Sim,Não
,112,SÃO PAULO SP,12/02/2019,011,013,018,021,024,025,026,12,0,82,3711,47497,143447,000,307944,2000,400,200,(),404516000,180000000,145026478,Sim,Não
,113,SÃO PAULO SP,14/02/2019,006,009,010,012,017,027,030,5,1,103,4862,63504,184128,202553846,239365,2000,400,200,([JOINVILLE][SC]),436810000,35000000,000,Não,Não
,114,SÃO PAULO SP,16/02/2019,007,008,009,023,026,029,031,11,0,79,3340,41202,113008,000,223703,2000,400,200,(),299698600,75000000,41235845,Sim,Não
,115,SÃO PAULO SP,19/02/2019,007,008,013,016,018,021,022,2,1,89,3446,46212,154659,83605706,204028,2000,400,200,([BRASÍLIA][DF]),329365800,40000000,000,Não,Não
,116,SÃO PAULO SP,21/02/2019,002,005,012,016,018,024,030,3,3,145,3694,41562,134401,12104099,153324,2000,400,200,([MANAUS][AM][INDAIATUBA][SP][PALESTINA][SP]),288354800,35000000,000,Não,Não
,117,JUNDIAÍ SP,23/02/2019,005,007,009,016,018,020,027,10,3,134,4081,44073,140864,11417875,156504,2000,400,200,([GOIATUBA][GO][BETIM][MG][CUIABÁ][MT]),285747200,35000000,000,Não,Não
,118,SÃO PAULO SP,26/02/2019,002,005,007,009,015,022,030,10,0,123,3627,40847,135592,000,174171,2000,400,200,(),281715600,70000000,34991137,Sim,Não
,119,SÃO PAULO SP,28/02/2019,002,003,006,012,024,025,028,11,2,102,3714,45883,117607,37851791,171061,2000,400,200,([RIO DE JANEIRO][RJ][COTIA][SP]),305401200,35000000,000,Não,Não
,120,VIDEIRA SC,02/03/2019,002,008,016,021,022,027,028,2,0,56,2761,35666,122213,000,288967,2000,400,200,(),279794800,70000000,37758435,Sim,Não
,121,SÃO PAULO SP,07/03/2019,003,009,010,012,014,019,024,7,0,83,3472,47024,102338,000,248680,2000,400,200,(),333360000,120000000,85919536,Sim,Não
