,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,1738,12/04/2007,033,034,071,074,079,000,0,(),000,122,245952,5811,6859,0,000,Sim,000,000,000
,1739,14/04/2007,016,038,044,076,078,000,1,([SP]),68916323,197,197513,8056,6416,0,000,Não,000,000,000
,1740,17/04/2007,009,035,043,049,078,000,2,([DF][SP]),14773860,169,174839,6911,5680,0,000,Não,000,000,000
,1741,19/04/2007,024,036,044,045,046,000,0,(),000,220,132167,8183,4720,0,000,Sim,000,000,000
,1742,24/04/2007,008,054,057,064,066,000,1,([RS]),74863564,163,280901,8767,6937,0,000,Não,000,000,000
,1743,26/04/2007,002,016,064,069,077,000,0,(),000,94,297116,5426,6837,0,000,Sim,000,000,000
,1744,28/04/2007,002,022,031,064,075,000,0,(),000,87,425995,5511,8933,0,000,Sim,000,000,000
,1745,03/05/2007,022,025,056,076,080,000,0,(),000,191,256518,9253,7034,0,000,Sim,000,000,000
,1746,05/05/2007,005,009,024,048,077,000,2,([RS][SP]),84457922,459,119675,17953,4064,0,000,Não,000,000,000
,1747,08/05/2007,001,013,027,059,071,000,1,([PR]),31137312,177,175917,8432,4906,0,000,Não,000,000,000
,1748,10/05/2007,037,047,052,072,079,000,3,([PA][RJ]),10001175,107,280407,5517,7224,0,000,Não,000,000,000
,1749,12/05/2007,042,060,062,066,075,000,1,([SE]),33197888,69,481129,4485,9833,0,000,Não,000,000,000
,1750,15/05/2007,022,031,034,073,074,000,0,(),000,104,288534,5327,7483,0,000,Sim,000,000,000
,1751,17/05/2007,016,021,037,038,060,000,2,([PR][SP]),32897258,126,284023,6330,7510,0,000,Não,000,000,000
,1752,19/05/2007,005,012,032,044,054,000,1,([SP]),32388698,215,150645,10147,4240,0,000,Não,000,32000000,000
,1753,22/05/2007,019,021,055,060,062,000,3,([MT][SP]),9631905,100,288957,5398,7111,0,000,Não,000,30000000,000
,1754,24/05/2007,006,019,021,027,058,000,0,(),000,242,113937,8994,4073,0,000,Sim,000,70000000,000
,1755,26/05/2007,017,037,053,069,080,000,0,(),000,142,257462,6990,6948,0,000,Sim,000,120000000,000
,1756,29/05/2007,010,033,042,049,070,000,0,(),000,172,237314,8847,6129,0,000,Sim,000,160000000,000
,1757,31/05/2007,002,014,047,053,078,000,1,([SP]),151250441,267,173409,10471,5874,0,000,Não,000,32000000,000
,1758,02/06/2007,011,038,040,041,078,000,0,(),000,98,337127,5481,8007,0,000,Sim,000,70000000,000
,1759,05/06/2007,009,014,056,068,079,000,1,([RJ]),72812141,193,206082,8780,6018,0,000,Não,000,35000000,000
,1760,09/06/2007,027,034,046,055,070,000,0,(),000,166,246167,8383,6475,0,000,Sim,000,80000000,000
,1761,12/06/2007,001,013,045,055,058,000,2,([SP]),40830630,198,206048,10259,5282,0,000,Não,000,30000000,000
,1762,14/06/2007,002,020,030,045,074,000,0,(),000,125,246502,5822,7030,0,000,Sim,000,70000000,000
,1763,16/06/2007,003,009,024,033,060,000,5,([CE][PR][SP]),14375875,374,109804,14644,3725,0,000,Não,000,30000000,000
,1764,19/06/2007,001,010,047,073,075,000,2,([SP]),15977170,177,180533,7655,5545,0,000,Não,000,30000000,000
,1765,21/06/2007,004,010,026,036,080,000,1,([MG]),30639226,180,170218,8197,4966,0,000,Não,000,35000000,000
,1766,23/06/2007,005,025,027,062,071,000,0,(),000,112,295897,7506,5865,0,000,Sim,000,75000000,000
,1767,26/06/2007,009,039,060,074,079,000,0,(),000,124,306281,7092,7113,0,000,Sim,000,120000000,000
,1768,28/06/2007,028,033,042,062,063,000,1,([SP]),114150704,134,321130,8397,6808,0,000,Não,000,35000000,000
,1769,30/06/2007,020,024,045,056,061,000,1,([PR]),32909464,109,301922,5783,7560,0,000,Não,000,30000000,000
,1770,03/07/2007,010,021,022,025,063,000,0,(),000,205,157976,8523,5047,0,000,Sim,000,70000000,000
,1771,05/07/2007,028,039,042,059,078,000,0,(),000,198,197401,7903,6569,0,000,Sim,000,110000000,000
,1772,07/07/2007,011,019,038,048,054,000,1,([RS]),117921621,275,168913,13610,4533,0,000,Não,000,35000000,000
,1773,10/07/2007,020,026,057,061,063,000,1,([SE]),29913335,104,287628,4605,8630,0,000,Não,000,35000000,000
,1774,12/07/2007,016,019,034,038,055,000,2,([PR][RS]),16103187,247,130390,9865,4337,0,000,Não,000,35000000,000
,1775,14/07/2007,012,049,055,067,080,000,0,(),000,136,255833,6961,6639,0,000,Sim,000,70000000,000
,1776,17/07/2007,007,021,032,036,052,000,0,(),000,235,161959,10170,4972,0,000,Sim,000,120000000,000
,1777,19/07/2007,001,027,044,056,074,000,2,([RN][SP]),57562484,257,164479,10093,5563,0,000,Não,000,35000000,000
,1778,21/07/2007,026,041,046,055,067,000,0,(),000,96,348322,5262,8441,0,000,Sim,000,70000000,000
,1779,24/07/2007,021,031,045,048,055,000,0,(),000,123,305496,6419,7776,0,000,Sim,000,120000000,000
,1780,26/07/2007,028,033,042,048,076,000,6,([MG][RJ][RO][RS][SC][SP]),18800424,212,197112,10091,5501,0,000,Não,000,35000000,000
,1781,28/07/2007,002,025,043,053,064,000,2,([SC][SP]),16255841,124,262191,7511,5750,0,000,Não,000,33000000,000
,1782,31/07/2007,005,021,022,062,077,000,2,([AL][SP]),15513139,115,269794,6716,6137,0,000,Não,000,32000000,000
,1783,02/08/2007,005,008,035,055,070,000,2,([SP]),15933513,126,252913,7831,5406,0,000,Não,000,35000000,000
,1784,04/08/2007,026,029,051,059,062,000,0,(),000,160,219078,6149,7573,0,000,Sim,000,80000000,000
,1785,07/08/2007,022,032,060,068,072,000,0,(),000,97,430887,6138,9045,0,000,Sim,000,130000000,000
,1786,09/08/2007,026,045,069,077,080,000,3,([MT][SP]),41508621,198,240795,9967,6354,0,000,Não,000,35000000,000
,1787,11/08/2007,033,039,051,056,072,000,0,(),000,155,231611,7550,6316,0,000,Sim,000,75000000,000
,1788,14/08/2007,005,016,041,053,068,000,6,([BA][MT][RS][SP]),12954621,203,206050,7976,6967,0,000,Não,000,35000000,000
,1789,16/08/2007,009,022,026,034,078,000,2,([DF][SP]),15777814,200,157778,8165,5134,0,000,Não,000,35000000,000
,1790,18/08/2007,002,015,020,032,034,000,1,([RS]),35273082,202,174620,9293,5042,0,000,Não,000,35000000,000
,1791,21/08/2007,040,042,051,052,066,000,0,(),000,99,330200,4853,8947,0,000,Sim,000,70000000,000
,1792,23/08/2007,014,039,041,066,075,000,1,([DF]),71439270,144,269094,6849,7516,0,000,Não,000,35000000,000
,1793,25/08/2007,015,016,041,042,055,000,1,([SP]),34688019,163,212810,8465,5444,0,000,Não,000,30000000,000
,1794,28/08/2007,001,010,023,041,076,000,1,([SP]),31624389,165,191663,8211,5117,0,000,Não,000,30000000,000
,1795,30/08/2007,003,026,047,061,072,000,0,(),000,96,342822,5695,7676,0,000,Sim,000,70000000,000
,1796,01/09/2007,034,035,040,048,049,000,0,(),000,180,241718,7712,7495,0,000,Sim,000,130000000,000
,1797,04/09/2007,022,029,064,066,070,000,0,(),000,180,291304,8529,8166,0,000,Sim,000,190000000,000
,1798,06/09/2007,012,028,045,056,059,000,4,([MG][RJ][RS]),47761052,438,141985,17859,4626,0,000,Não,000,40000000,000
,1799,08/09/2007,027,039,055,071,075,000,1,([SP]),29621853,92,321977,5373,7324,0,000,Não,000,30000000,000
,1800,11/09/2007,022,032,044,065,074,000,0,(),000,172,226218,7885,6555,0,000,Sim,000,80000000,000
,1801,13/09/2007,004,007,025,035,052,000,1,([PR]),87003111,392,122688,16183,3947,0,000,Não,000,35000000,000
,1802,15/09/2007,026,047,059,064,070,000,0,(),000,153,264833,7257,7417,0,000,Sim,000,90000000,000
,1803,18/09/2007,048,053,062,067,077,000,2,([RS][SP]),44407210,182,265357,9173,6994,0,000,Não,000,35000000,000
,1804,20/09/2007,018,025,028,051,069,000,2,([BA][MG]),18038836,144,250540,7455,6428,0,000,Não,000,40000000,000
,1805,22/09/2007,012,021,052,060,063,000,2,([MG][SP]),19481451,137,284401,7243,7146,0,000,Não,000,35000000,000
,1806,25/09/2007,013,025,052,055,071,000,4,([DF][PE]),8877207,293,121191,11026,4278,0,000,Não,000,35000000,000
,1807,27/09/2007,004,028,051,058,076,000,1,([SP]),34678992,131,264725,6479,7110,0,000,Não,000,40000000,000
,1808,29/09/2007,003,019,025,029,058,000,1,([SP]),38331549,370,103599,14334,3553,0,000,Não,000,35000000,000
,1809,02/10/2007,024,025,040,056,075,000,0,(),000,132,275617,6814,7092,0,000,Sim,000,80000000,000
,1810,04/10/2007,022,038,040,048,078,000,2,([RJ]),40516504,115,388274,7847,7559,0,000,Não,000,40000000,000
,1811,06/10/2007,030,037,038,045,061,000,0,(),000,275,143695,5892,8909,0,000,Sim,000,90000000,000
,1812,09/10/2007,002,004,026,067,080,000,0,(),000,203,225465,10084,6030,0,000,Sim,000,140000000,000
,1813,11/10/2007,007,016,021,028,077,000,1,([SP]),136081095,306,165999,14414,4682,0,000,Não,000,40000000,000
,1814,13/10/2007,003,020,031,037,062,000,0,(),000,114,247881,4926,7620,0,000,Sim,000,70000000,000
,1815,16/10/2007,015,018,056,061,068,000,0,(),000,170,249663,8122,6942,0,000,Sim,000,120000000,000
,1816,18/10/2007,008,034,037,055,073,000,1,([PR]),118367889,331,144009,12591,5029,0,000,Não,000,35000000,000
,1817,20/10/2007,020,021,047,057,060,000,1,([PR]),36862092,91,405078,6126,7993,0,000,Não,000,35000000,000
,1818,23/10/2007,008,016,039,063,071,000,2,([RJ][SP]),17327506,135,256704,6440,7148,0,000,Não,000,35000000,000
,1819,25/10/2007,012,032,051,077,080,000,0,(),000,125,259029,6040,7120,0,000,Sim,000,70000000,000
,1820,27/10/2007,009,038,048,068,080,000,0,(),000,145,295638,7753,7344,0,000,Sim,000,130000000,000
,1821,30/10/2007,022,029,035,047,076,000,4,([PR][RJ][SP]),30376786,276,167613,11056,5558,0,000,Não,000,35000000,000
,1822,01/11/2007,002,008,050,062,064,000,1,([SP]),33381303,124,269204,5797,7649,0,000,Não,000,37000000,000
,1823,03/11/2007,019,043,057,058,066,000,0,(),000,131,215627,6137,6114,0,000,Sim,000,70000000,000
,1824,06/11/2007,005,010,046,058,080,000,1,([RS]),71490223,269,160755,12344,4654,0,000,Não,000,35000000,000
,1825,08/11/2007,014,036,049,059,068,000,0,(),000,148,238119,7721,6063,0,000,Sim,000,80000000,000
,1826,10/11/2007,009,010,013,023,068,000,7,([GO][SP]),11366636,300,147749,13775,4275,0,000,Não,000,35000000,000
,1827,13/11/2007,002,029,038,058,063,000,1,([PR]),35057840,130,269675,6687,6965,0,000,Não,000,35000000,000
,1828,17/11/2007,005,016,030,047,073,000,2,([RJ]),21618194,200,216182,9226,6226,0,000,Não,000,35000000,000
,1829,20/11/2007,023,031,038,051,058,000,0,(),000,88,329971,5125,7527,0,000,Sim,000,70000000,000
,1830,22/11/2007,008,041,064,066,068,000,0,(),000,141,278399,7139,7305,0,000,Sim,000,120000000,000
,1831,24/11/2007,002,025,029,048,061,000,2,([DF][ES]),57228565,208,221949,9982,6144,0,000,Não,000,35000000,000
,1832,27/11/2007,001,028,030,042,068,000,1,([SP]),32794663,122,268809,6047,7204,0,000,Não,000,35000000,000
,1833,29/11/2007,006,010,044,048,057,000,1,([SP]),31859788,179,177988,8154,5191,0,000,Não,000,37000000,000
,1834,01/12/2007,004,019,035,042,049,000,0,(),000,334,108332,13032,3688,0,000,Sim,000,80000000,000
,1835,04/12/2007,008,021,029,058,062,000,1,([SP]),78641387,203,209156,9553,5904,0,000,Não,000,35000000,000
,1836,06/12/2007,012,013,029,035,065,000,2,([RJ][SP]),17693984,207,170957,10329,4551,0,000,Não,000,35000000,000
,1837,08/12/2007,012,014,027,041,072,000,1,([RS]),37628865,331,113683,9342,5351,0,000,Não,000,35000000,000
,1838,11/12/2007,005,021,061,079,080,000,0,(),000,141,252729,6914,6846,0,000,Sim,000,80000000,000
,1839,13/12/2007,010,033,041,045,078,000,4,([BA][SP]),19572479,191,223325,8914,6356,0,000,Não,000,40000000,000
,1840,15/12/2007,010,012,038,052,075,000,2,([BA][RS]),18937581,184,205843,8865,5675,0,000,Não,000,35000000,000
,1841,18/12/2007,013,016,031,035,051,000,2,([SP]),17624061,317,111193,10216,4583,0,000,Não,000,35000000,000
,1842,20/12/2007,002,013,031,056,071,000,1,([RS]),34969111,162,215859,8005,5802,0,000,Não,000,40000000,000
,1843,22/12/2007,008,016,023,026,055,000,2,([MG][MS]),18791015,290,129594,12537,3982,0,000,Não,000,35000000,000
,1844,27/12/2007,009,020,021,039,065,000,0,(),000,124,307265,7298,6935,0,000,Sim,000,90000000,000
,1845,29/12/2007,008,009,037,038,040,000,3,([SE][SP]),26411713,281,146385,9725,5619,0,000,Não,000,35000000,000
,1846,03/01/2008,014,024,037,039,076,000,1,([PA]),36629887,134,273357,7652,6383,0,000,Não,000,35000000,000
,1847,05/01/2008,017,018,036,037,040,000,4,([BA][PR][RS]),8772438,249,140923,8822,5304,0,000,Não,000,35000000,000
,1848,08/01/2008,015,024,030,044,077,000,0,(),000,136,247150,7543,5941,0,000,Sim,000,70000000,000
,1849,10/01/2008,016,054,061,075,080,000,0,(),000,143,294637,6746,8328,0,000,Sim,000,130000000,000
,1850,12/01/2008,018,039,049,055,080,000,1,([MG]),126893145,171,299108,10342,6594,0,000,Não,000,35000000,000
,1851,15/01/2008,006,023,036,066,069,000,0,(),000,179,188411,7610,5909,0,000,Sim,000,70000000,000
,1852,17/01/2008,008,021,038,061,067,000,1,([MG]),74377376,160,254074,7302,7423,0,000,Não,000,35000000,000
,1853,19/01/2008,032,053,067,069,071,000,0,(),000,126,282013,6140,7717,0,000,Sim,000,70000000,000
,1854,22/01/2008,008,038,050,060,067,000,0,(),000,134,317857,8480,6697,0,000,Sim,000,130000000,000
,1855,24/01/2008,002,023,067,074,077,000,2,([DF][SP]),63977914,168,296604,8833,7522,0,000,Não,000,35000000,000
,1856,26/01/2008,001,002,011,042,044,000,3,([CE][PA][SC]),11666801,262,133589,11082,4211,0,000,Não,000,35000000,000
,1857,29/01/2008,035,044,051,059,067,000,1,([SP]),33368153,101,330378,6104,7289,0,000,Não,000,35000000,000
,1858,31/01/2008,017,018,027,068,080,000,0,(),000,100,339036,6901,6550,0,000,Sim,000,80000000,000
,1859,02/02/2008,004,014,049,058,079,000,2,([SP][TO]),37486807,240,171125,9373,5843,0,000,Não,000,35000000,000
,1860,07/02/2008,039,041,048,071,079,000,1,([ES]),33825399,97,348715,5168,8727,0,000,Não,000,35000000,000
,1861,09/02/2008,028,038,043,060,079,000,0,(),000,94,393451,5685,8674,0,000,Sim,000,80000000,000
,1862,12/02/2008,004,024,028,039,061,000,2,([ES][SP]),39702109,149,284697,8454,6690,0,000,Não,000,35000000,000
,1863,14/02/2008,006,021,026,064,075,000,0,(),000,82,413410,5666,7978,0,000,Sim,000,70000000,000
,1864,16/02/2008,007,013,042,056,069,000,7,([DF][GO][MS][RJ][SP]),11241310,498,89939,15735,3795,0,000,Não,000,35000000,000
,1865,19/02/2008,008,026,038,056,058,000,3,([BA][SP]),11181955,228,147131,9891,4522,0,000,Não,000,35000000,000
,1866,21/02/2008,014,015,054,068,075,000,0,(),000,118,280036,6552,6725,0,000,Sim,000,80000000,000
,1867,23/02/2008,035,041,057,064,066,000,0,(),000,196,216756,8210,6900,0,000,Sim,000,130000000,000
,1868,26/02/2008,023,038,049,051,071,000,2,([PR][RJ]),61496517,201,236143,9727,6506,0,000,Não,000,35000000,000
,1869,28/02/2008,008,020,033,041,044,000,1,([RJ]),32292445,158,204383,7691,5598,0,000,Não,000,30000000,000
,1870,01/03/2008,020,042,056,075,076,000,0,(),000,99,365160,5493,8775,0,000,Sim,000,80000000,000
,1871,04/03/2008,014,041,051,073,080,000,2,([RS][SP]),39162998,152,277469,7480,7518,0,000,Não,000,30000000,000
,1872,06/03/2008,007,032,049,060,075,000,0,(),000,125,273049,6304,7219,0,000,Sim,000,80000000,000
,1873,08/03/2008,003,007,054,059,063,000,2,([BA]),38330001,249,170799,10822,5240,0,000,Não,000,35000000,000
,1874,11/03/2008,022,025,028,072,077,000,3,([PA][SC][SP]),11271981,203,166581,8068,5589,0,000,Não,000,30000000,000
,1875,13/03/2008,003,016,021,067,078,000,0,(),000,148,218244,6906,6236,0,000,Sim,000,70000000,000
,1876,15/03/2008,017,028,051,056,075,000,0,(),000,188,215976,8908,6078,0,000,Sim,000,120000000,000
,1877,18/03/2008,013,040,065,069,077,000,1,([SP]),117392286,157,283367,8900,6665,0,000,Não,000,35000000,000
,1878,20/03/2008,002,043,059,068,075,000,1,([SP]),30423244,141,215768,5361,7567,0,000,Não,000,30000000,000
,1879,22/03/2008,018,020,025,035,062,000,0,(),000,98,254513,5278,6301,0,000,Sim,000,60000000,000
,1880,25/03/2008,016,026,029,032,074,000,1,([SP]),63494665,194,198723,8358,6150,0,000,Não,000,35000000,000
,1881,27/03/2008,006,008,015,042,059,000,0,(),000,225,137853,9354,4421,0,000,Sim,000,70000000,000
,1882,29/03/2008,012,014,036,064,080,000,0,(),000,181,225611,9646,5645,0,000,Sim,000,120000000,000
,1883,01/04/2008,017,042,055,070,079,000,2,([MT][SP]),59476777,187,251878,8946,7020,0,000,Não,000,30000000,000
,1884,03/04/2008,027,038,059,067,075,000,2,([PB][SC]),16948911,204,166166,7321,6174,0,000,Não,000,35000000,000
,1885,05/04/2008,010,017,018,028,031,000,0,(),000,245,153405,10465,4788,0,000,Sim,000,75000000,000
,1886,08/04/2008,009,040,050,052,058,000,2,([AM][DF]),41009629,176,252472,8259,7174,0,000,Não,000,35000000,000
,1887,10/04/2008,016,017,045,050,062,000,2,([MA][MG]),16917199,125,270675,6282,7181,0,000,Não,000,35000000,000
,1888,12/04/2008,028,031,047,051,059,000,1,([SP]),35996056,142,253494,7303,6572,0,000,Não,000,35000000,000
,1889,15/04/2008,014,023,054,058,080,000,1,([SP]),33438491,157,212984,7885,5654,0,000,Não,000,38000000,000
,1890,17/04/2008,027,043,045,049,069,000,5,([MT][PA][RJ][RS][SP]),6466309,204,158488,8183,5268,0,000,Não,000,35000000,000
,1891,19/04/2008,016,033,054,056,059,000,0,(),000,242,142677,9471,4861,0,000,Sim,000,75000000,000
,1892,22/04/2008,020,032,046,048,062,000,1,([MA]),65166274,123,249092,5465,7475,0,000,Não,000,35000000,000
,1893,24/04/2008,024,029,046,074,076,000,1,([AM]),31883762,150,212558,6747,6301,0,000,Não,000,35000000,000
,1894,26/04/2008,008,015,043,053,072,000,0,(),000,130,264522,7134,6427,0,000,Sim,000,70000000,000
,1895,29/04/2008,012,017,054,058,067,000,4,([GO][RJ][SP]),18330310,214,181932,9660,5374,0,000,Não,000,40000000,000
,1896,03/05/2008,003,024,043,047,063,000,2,([SP]),20900634,282,148232,12112,4602,0,000,Não,000,35000000,000
,1897,06/05/2008,022,029,072,078,079,000,1,([RJ]),34575982,158,218835,6534,7056,0,000,Não,000,36000000,000
,1898,08/05/2008,011,038,042,046,074,000,1,([SP]),33581343,140,239867,7281,6150,0,000,Não,000,35000000,000
,1899,10/05/2008,008,035,042,054,057,000,4,([MA][PR][SP]),8992022,291,123602,10941,4383,0,000,Não,000,35000000,000
,1900,13/05/2008,022,034,035,048,080,000,0,(),000,135,249586,7392,6078,0,000,Sim,000,75000000,000
,1901,15/05/2008,007,017,026,041,063,000,0,(),000,184,217052,8472,6286,0,000,Sim,000,120000000,000
,1902,17/05/2008,002,013,016,059,061,000,2,([DF][ES]),60915442,300,160664,11424,5626,0,000,Não,000,35000000,000
,1903,20/05/2008,015,023,029,053,064,000,0,(),000,181,190748,8305,5543,0,000,Sim,000,80000000,000
,1904,24/05/2008,005,034,061,067,077,000,0,(),000,181,275793,9038,7364,0,000,Sim,000,140000000,000
,1905,27/05/2008,027,038,045,072,078,000,3,([DF][GO][SP]),45369150,307,168285,12192,5650,0,000,Não,000,35000000,000
,1906,29/05/2008,001,002,004,041,072,000,2,([RJ][SP]),16072936,160,200912,9099,4711,0,000,Não,000,35000000,000
,1907,31/05/2008,034,040,065,066,076,000,0,(),000,73,504840,4710,10433,0,000,Sim,000,75000000,000
,1908,03/06/2008,007,013,025,061,078,000,2,([ES][SP]),42065252,419,112833,13223,4767,0,000,Não,000,35000000,000
,1909,05/06/2008,005,014,032,055,056,000,1,([RJ]),36559156,264,138481,11607,4200,0,000,Não,000,35000000,000
,1910,07/06/2008,001,035,036,044,067,000,1,([RJ]),39442130,130,303401,8272,6358,0,000,Não,000,35000000,000
,1911,10/06/2008,010,027,054,059,075,000,2,([BA][SP]),18107203,232,156097,9552,5055,0,000,Não,000,35000000,000
,1912,12/06/2008,042,043,065,066,070,000,3,([BA][MG][RJ]),11656246,132,264915,5394,8644,0,000,Não,000,35000000,000
,1913,14/06/2008,005,016,050,051,057,000,2,([MA][SP]),18931697,266,142343,9949,5075,0,000,Não,000,35000000,000
,1914,17/06/2008,032,036,041,051,076,000,0,(),000,99,357549,5209,9061,0,000,Sim,000,80000000,000
,1915,19/06/2008,014,022,045,064,072,000,3,([MG][RJ][SC]),25803787,234,179548,9670,5793,0,000,Não,000,35000000,000
,1916,21/06/2008,038,042,057,062,068,000,1,([SP]),36908270,116,318175,7047,6984,0,000,Não,000,35000000,000
,1917,24/06/2008,022,049,059,066,076,000,0,(),000,72,446334,5103,8397,0,000,Sim,000,70000000,000
,1918,26/06/2008,004,008,037,044,050,000,4,([BA][DF][MG]),18238976,281,145267,11973,4546,0,000,Não,000,35000000,000
,1919,28/06/2008,004,039,046,068,071,000,0,(),000,166,219035,6848,7080,0,000,Sim,000,80000000,000
,1920,01/07/2008,008,010,022,066,076,000,2,([RJ][SP]),45206479,118,458078,7702,9357,0,000,Não,000,35000000,000
,1921,03/07/2008,023,060,062,068,080,000,0,(),000,43,895429,3496,14685,0,000,Sim,000,90000000,000
,1922,05/07/2008,047,051,058,060,076,000,0,(),000,70,751141,4928,14227,0,000,Sim,000,150000000,000
,1923,08/07/2008,010,034,037,074,077,000,1,([RJ]),146171802,210,262326,7502,9791,0,000,Não,000,35000000,000
,1924,10/07/2008,024,040,042,052,074,000,0,(),000,67,544476,4832,10066,0,000,Sim,000,80000000,000
,1925,12/07/2008,004,039,050,062,076,000,1,([MG]),84911374,76,637257,4759,13569,0,000,Não,000,35000000,000
,1926,15/07/2008,002,020,023,043,051,000,0,(),000,74,512889,5252,9635,0,000,Sim,000,80000000,000
,1927,17/07/2008,012,028,029,034,071,000,0,(),000,106,407778,6503,8862,0,000,Sim,000,130000000,000
,1928,19/07/2008,026,028,051,064,074,000,0,(),000,66,768048,5035,13424,0,000,Sim,000,180000000,000
,1929,22/07/2008,020,048,060,073,077,000,1,([AC]),186667948,93,589231,5474,13347,0,000,Não,000,35000000,000
,1930,24/07/2008,008,039,048,071,075,000,0,(),000,54,674099,4400,11031,0,000,Sim,000,80000000,000
,1931,26/07/2008,017,042,048,054,068,000,1,([RJ]),83526892,148,318416,8012,7843,0,000,Não,000,36000000,000
,1932,29/07/2008,014,027,032,051,058,000,1,([PR]),36002795,135,266687,6546,7334,0,000,Não,000,35000000,000
,1933,31/07/2008,009,040,060,061,067,000,0,(),000,52,691978,3350,14322,0,000,Sim,000,80000000,000
,1934,02/08/2008,022,038,040,063,066,000,1,([SP]),83810781,85,562681,6009,10612,0,000,Não,000,35000000,000
,1935,05/08/2008,007,008,059,064,065,000,0,(),000,88,440459,5046,10242,0,000,Sim,000,85000000,000
,1936,07/08/2008,015,021,022,034,079,000,0,(),000,79,583169,6572,9347,0,000,Sim,000,130000000,000
,1937,09/08/2008,002,013,050,071,080,000,0,(),000,110,488101,7859,9109,0,000,Sim,000,200000000,000
