,Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
,127,08/08/1998,021,029,050,051,054,059,0,40,2613,000,2363847,36114,(),000,000,298737817,Sim,Não
,128,15/08/1998,003,009,018,021,023,043,0,973,11715,000,102441,8491,(),000,000,418348350,Sim,Não
,129,22/08/1998,001,009,010,032,046,054,0,67,5320,000,1563441,19651,(),000,000,544049000,Sim,Não,A MEGA-SENA EST- BIG ACUMULADA ! ! !
,130,29/08/1998,013,029,038,042,049,053,0,155,11403,000,1179624,16003,(),000,000,1881495831,Sim,Não
,131,05/09/1998,004,009,017,027,030,044,0,361,21683,000,681167,11319,(),000,000,2176577449,Sim,Não
,132,12/09/1998,007,009,035,041,044,050,0,143,12179,000,2084664,24429,(),000,000,2534305789,Sim,Não,A MEGA CONTINUA ACUMULADA - Previsão de Prêmio para o Conc133 = 2900000000
,133,19/09/1998,005,006,019,034,039,057,1,431,29264,3053324112,1003516,14751,(),000,000,000,Não,Não,ESTADO CONTEMPLADO COM SENA: 01 MINAS GERAIS
,134,26/09/1998,004,025,032,036,052,060,0,82,4575,000,1025338,18342,(),000,000,100893239,Sim,Não
,135,03/10/1998,021,022,035,040,053,059,0,40,3604,000,2457318,27219,(),000,000,218844472,Sim,Não,A MEGA-SENA ESTÁ ACUMULADA ! ! !
,136,10/10/1998,001,017,025,038,045,059,0,126,7403,000,843536,14329,(),000,000,346387117,Sim,Não
,137,17/10/1998,015,016,019,022,026,049,0,88,6701,000,1267549,16613,(),000,000,480240293,Sim,Não,A MEGA-SENA ESTÁ ACUMULADA ! ! !
,138,24/10/1998,005,014,027,037,040,041,0,86,6953,000,1407436,17374,(),000,000,625487680,Sim,Não
,139,31/10/1998,003,013,026,027,041,042,2,179,9401,390248614,721646,13714,(),000,000,000,Não,Não,02 Ganhadores do Estado de SÃO PAULO (Taubaté e São Paulo-Capital)
,140,07/11/1998,007,031,041,044,046,055,0,45,4945,000,3658133,33224,(),000,000,1645362831,Sim,Não
,141,14/11/1998,010,013,022,041,042,058,0,119,10533,000,2010610,22670,(),000,000,1932477890,Sim,Não,A MEGA-SENA ESTÁ ACUMULADA  PREVISÃO DO PRÊMIO: 23 Milhões ! ! !
,142,21/11/1998,008,015,019,020,054,059,0,162,13991,000,1814356,20966,(),000,000,2285188724,Sim,Não,A MEGA-SENA  CONTINUA   A C U M U L A A A D A !
,143,28/11/1998,006,018,020,040,050,053,0,144,10994,000,2479299,32410,(),000,000,2713611588,Sim,Não,A MEGA ACUMULOU  E  A  BOLADA ESTARÁ BEM MAIOR ! ! !
,144,05/12/1998,008,032,036,044,045,055,1,257,23952,3359775521,2095214,22438,(),000,000,000,Não,Não,ESTADO CONTEMPLADO COM A SENA: RONDONIA - CIDADE PORTO VELHO
,145,12/12/1998,015,016,031,041,043,051,0,71,3389,000,1506127,31491,(),000,000,128322059,Sim,Não,A C U M U L O U  ! ! !
,146,19/12/1998,025,032,034,042,051,060,0,51,4079,000,2392345,29852,(),000,000,274733581,Sim,Não
,147,24/12/1998,006,016,023,024,028,038,1,75,5418,380575038,1176017,16248,(),000,000,000,Não,Não,01 Ganhador da MEGA  -  Distrito Federal
